config,target,metric,value,baseline_value,ratio
weighted+remat+spectral,corpus:histogram,run_min_s,16.84914,4.454142,3.7828026138367385
eregalloc-c0,fixture:pure-rust-aarch64,compile_s,0.426,0.431,0.988399071925754
eregalloc-c0,fixture:pure-rust-aarch64,obj_bytes,9536.0,9536.0,1.0
eregalloc-c0,fixture:pure-rust-aarch64,text_bytes,6697.0,6697.0,1.0
eregalloc-c0,fixture:pure-rust-aarch64,insns,1640.0,1640.0,1.0
eregalloc-c0,fixture:pure-rust-aarch64,ldr_sp,208.0,217.0,0.9585253456221198
eregalloc-c0,fixture:pure-rust-aarch64,str_sp,223.0,223.0,1.0
eregalloc-c0,fixture:pure-rust-aarch64,ldp_sp,0.0,0.0,
eregalloc-c0,fixture:pure-rust-aarch64,stp_sp,0.0,0.0,
eregalloc-c0,fixture:pure-rust-aarch64,mov_imm,493.0,484.0,1.0185950413223142
eregalloc-c0,fixture:pure-rust-aarch64,objects,1.0,1.0,1.0
eregalloc-c0,fixture:pure-rust-aarch64,correct,1.0,1.0,1.0
eregalloc-c0,fixture:pure-rust-aarch64,run_median_s,0.000495,0.000979,0.5056179775280899
eregalloc-c0,fixture:pure-rust-aarch64,run_min_s,0.000446,0.000657,0.6788432267884322
eregalloc-c0,fixture:structs-aarch64,compile_s,0.131,0.126,1.0396825396825398
eregalloc-c0,fixture:structs-aarch64,obj_bytes,2040.0,2040.0,1.0
eregalloc-c0,fixture:structs-aarch64,text_bytes,620.0,624.0,0.9935897435897436
eregalloc-c0,fixture:structs-aarch64,insns,155.0,156.0,0.9935897435897436
eregalloc-c0,fixture:structs-aarch64,ldr_sp,17.0,18.0,0.9444444444444444
eregalloc-c0,fixture:structs-aarch64,str_sp,12.0,12.0,1.0
eregalloc-c0,fixture:structs-aarch64,ldp_sp,0.0,0.0,
eregalloc-c0,fixture:structs-aarch64,stp_sp,0.0,0.0,
eregalloc-c0,fixture:structs-aarch64,mov_imm,51.0,51.0,1.0
eregalloc-c0,fixture:structs-aarch64,objects,1.0,1.0,1.0
eregalloc-c0,fixture:structs-aarch64,correct,1.0,1.0,1.0
eregalloc-c0,fixture:structs-aarch64,run_median_s,0.000747,0.000734,1.0177111716621254
eregalloc-c0,fixture:structs-aarch64,run_min_s,0.000631,0.000622,1.0144694533762058
eregalloc-c0,fixture:hello-world-aarch64,compile_s,0.145,0.133,1.0902255639097742
eregalloc-c0,fixture:hello-world-aarch64,obj_bytes,1728.0,1728.0,1.0
eregalloc-c0,fixture:hello-world-aarch64,text_bytes,351.0,351.0,1.0
eregalloc-c0,fixture:hello-world-aarch64,insns,85.0,85.0,1.0
eregalloc-c0,fixture:hello-world-aarch64,ldr_sp,13.0,13.0,1.0
eregalloc-c0,fixture:hello-world-aarch64,str_sp,13.0,13.0,1.0
eregalloc-c0,fixture:hello-world-aarch64,ldp_sp,0.0,0.0,
eregalloc-c0,fixture:hello-world-aarch64,stp_sp,0.0,0.0,
eregalloc-c0,fixture:hello-world-aarch64,mov_imm,8.0,8.0,1.0
eregalloc-c0,fixture:hello-world-aarch64,objects,1.0,1.0,1.0
eregalloc-c0,fixture:hello-world-aarch64,correct,1.0,1.0,1.0
eregalloc-c0,fixture:hello-world-aarch64,run_median_s,0.000978,0.000756,1.2936507936507935
eregalloc-c0,fixture:hello-world-aarch64,run_min_s,0.000654,0.000674,0.9703264094955489
eregalloc-c0,fixture:fp-aarch64,compile_s,2.097,1.657,1.2655401327700664
eregalloc-c0,fixture:fp-aarch64,obj_bytes,37696.0,37696.0,1.0
eregalloc-c0,fixture:fp-aarch64,text_bytes,31247.0,31243.0,1.000128028678424
eregalloc-c0,fixture:fp-aarch64,insns,7644.0,7643.0,1.0001308386759127
eregalloc-c0,fixture:fp-aarch64,ldr_sp,1639.0,1666.0,0.9837935174069627
eregalloc-c0,fixture:fp-aarch64,str_sp,1633.0,1625.0,1.004923076923077
eregalloc-c0,fixture:fp-aarch64,ldp_sp,0.0,0.0,
eregalloc-c0,fixture:fp-aarch64,stp_sp,0.0,0.0,
eregalloc-c0,fixture:fp-aarch64,mov_imm,1133.0,1113.0,1.0179694519317162
eregalloc-c0,fixture:fp-aarch64,objects,1.0,1.0,1.0
eregalloc-c0,fixture:fp-aarch64,correct,1.0,1.0,1.0
eregalloc-c0,fixture:fp-aarch64,run_median_s,0.000831,0.000918,0.9052287581699346
eregalloc-c0,fixture:fp-aarch64,run_min_s,0.000684,0.000589,1.1612903225806452
eregalloc-c0,fixture:int128-aarch64,compile_s,6.326,5.803,1.0901257970015508
eregalloc-c0,fixture:int128-aarch64,obj_bytes,104184.0,103648.0,1.0051713491818461
eregalloc-c0,fixture:int128-aarch64,text_bytes,89969.0,89437.0,1.0059483211646187
eregalloc-c0,fixture:int128-aarch64,insns,21957.0,21824.0,1.0060942082111437
eregalloc-c0,fixture:int128-aarch64,ldr_sp,4284.0,4438.0,0.9652996845425867
eregalloc-c0,fixture:int128-aarch64,str_sp,4546.0,4422.0,1.0280416101311625
eregalloc-c0,fixture:int128-aarch64,ldp_sp,0.0,0.0,
eregalloc-c0,fixture:int128-aarch64,stp_sp,0.0,0.0,
eregalloc-c0,fixture:int128-aarch64,mov_imm,4231.0,4073.0,1.0387920451755464
eregalloc-c0,fixture:int128-aarch64,objects,1.0,1.0,1.0
eregalloc-c0,fixture:int128-aarch64,correct,1.0,1.0,1.0
eregalloc-c0,fixture:int128-aarch64,run_median_s,0.00102,0.000889,1.1473565804274466
eregalloc-c0,fixture:int128-aarch64,run_min_s,0.000683,0.000699,0.9771101573676682
eregalloc-c0,fixture:hashmap-aarch64,compile_s,9.245,8.322,1.1109108387406874
eregalloc-c0,fixture:hashmap-aarch64,obj_bytes,147632.0,147512.0,1.0008134931395412
eregalloc-c0,fixture:hashmap-aarch64,text_bytes,132441.0,132321.0,1.0009068855283743
eregalloc-c0,fixture:hashmap-aarch64,insns,33006.0,32976.0,1.0009097525473072
eregalloc-c0,fixture:hashmap-aarch64,ldr_sp,6640.0,6960.0,0.9540229885057471
eregalloc-c0,fixture:hashmap-aarch64,str_sp,6355.0,6227.0,1.0205556447727637
eregalloc-c0,fixture:hashmap-aarch64,ldp_sp,0.0,0.0,
eregalloc-c0,fixture:hashmap-aarch64,stp_sp,0.0,0.0,
eregalloc-c0,fixture:hashmap-aarch64,mov_imm,6817.0,6599.0,1.0330353083800576
eregalloc-c0,fixture:hashmap-aarch64,objects,1.0,1.0,1.0
eregalloc-c0,fixture:hashmap-aarch64,correct,1.0,1.0,1.0
eregalloc-c0,fixture:hashmap-aarch64,run_median_s,0.001036,0.000939,1.1033013844515442
eregalloc-c0,fixture:hashmap-aarch64,run_min_s,0.000738,0.000606,1.217821782178218
eregalloc-c0,fixture:itoa-aarch64,compile_s,1.346,1.318,1.0212443095599393
eregalloc-c0,fixture:itoa-aarch64,obj_bytes,22888.0,22872.0,1.0006995452955578
eregalloc-c0,fixture:itoa-aarch64,text_bytes,19083.0,19071.0,1.0006292276230926
eregalloc-c0,fixture:itoa-aarch64,insns,4656.0,4653.0,1.0006447453255964
eregalloc-c0,fixture:itoa-aarch64,ldr_sp,927.0,1018.0,0.9106090373280943
eregalloc-c0,fixture:itoa-aarch64,str_sp,694.0,700.0,0.9914285714285714
eregalloc-c0,fixture:itoa-aarch64,ldp_sp,0.0,0.0,
eregalloc-c0,fixture:itoa-aarch64,stp_sp,0.0,0.0,
eregalloc-c0,fixture:itoa-aarch64,mov_imm,792.0,700.0,1.1314285714285715
eregalloc-c0,fixture:itoa-aarch64,objects,1.0,1.0,1.0
eregalloc-c0,fixture:itoa-aarch64,correct,1.0,1.0,1.0
eregalloc-c0,fixture:itoa-aarch64,run_median_s,0.000903,0.000862,1.0475638051044083
eregalloc-c0,fixture:itoa-aarch64,run_min_s,0.00056,0.000581,0.9638554216867469
eregalloc-c0,fixture:oc-course,compile_s,0.141,0.169,0.8343195266272188
eregalloc-c0,fixture:oc-course,obj_bytes,2000.0,1992.0,1.0040160642570282
eregalloc-c0,fixture:oc-course,text_bytes,563.0,559.0,1.0071556350626119
eregalloc-c0,fixture:oc-course,insns,138.0,137.0,1.0072992700729928
eregalloc-c0,fixture:oc-course,ldr_sp,25.0,25.0,1.0
eregalloc-c0,fixture:oc-course,str_sp,23.0,22.0,1.0454545454545454
eregalloc-c0,fixture:oc-course,ldp_sp,0.0,0.0,
eregalloc-c0,fixture:oc-course,stp_sp,0.0,0.0,
eregalloc-c0,fixture:oc-course,mov_imm,14.0,14.0,1.0
eregalloc-c0,fixture:oc-course,objects,1.0,1.0,1.0
eregalloc-c0,fixture:oc-course,correct,1.0,1.0,1.0
eregalloc-c0,fixture:oc-course,run_median_s,0.000888,0.000702,1.264957264957265
eregalloc-c0,fixture:oc-course,run_min_s,0.000583,0.000573,1.0174520069808026
eregalloc-c0,fixture:stdin-aarch64,compile_s,8.392,8.256,1.016472868217054
eregalloc-c0,fixture:stdin-aarch64,obj_bytes,53200.0,52592.0,1.0115606936416186
eregalloc-c0,fixture:stdin-aarch64,text_bytes,46040.0,45428.0,1.0134718675706613
eregalloc-c0,fixture:stdin-aarch64,insns,11345.0,11192.0,1.0136704789135096
eregalloc-c0,fixture:stdin-aarch64,ldr_sp,1967.0,1981.0,0.9929328621908127
eregalloc-c0,fixture:stdin-aarch64,str_sp,1866.0,1785.0,1.0453781512605043
eregalloc-c0,fixture:stdin-aarch64,ldp_sp,0.0,0.0,
eregalloc-c0,fixture:stdin-aarch64,stp_sp,0.0,0.0,
eregalloc-c0,fixture:stdin-aarch64,mov_imm,2704.0,2623.0,1.030880670987419
eregalloc-c0,fixture:stdin-aarch64,objects,1.0,1.0,1.0
eregalloc-c0,fixture:stdin-aarch64,correct,1.0,1.0,1.0
eregalloc-c0,fixture:stdin-aarch64,run_median_s,0.000938,0.000971,0.9660144181256437
eregalloc-c0,fixture:stdin-aarch64,run_min_s,0.000647,0.000608,1.0641447368421053
eregalloc-c0,fixture:sudoku-aarch64,compile_s,1.371,1.324,1.0354984894259818
eregalloc-c0,fixture:sudoku-aarch64,obj_bytes,14464.0,14408.0,1.0038867295946696
eregalloc-c0,fixture:sudoku-aarch64,text_bytes,12524.0,12472.0,1.004169339320077
eregalloc-c0,fixture:sudoku-aarch64,insns,3107.0,3094.0,1.004201680672269
eregalloc-c0,fixture:sudoku-aarch64,ldr_sp,649.0,666.0,0.9744744744744744
eregalloc-c0,fixture:sudoku-aarch64,str_sp,685.0,677.0,1.0118168389955686
eregalloc-c0,fixture:sudoku-aarch64,ldp_sp,0.0,0.0,
eregalloc-c0,fixture:sudoku-aarch64,stp_sp,0.0,0.0,
eregalloc-c0,fixture:sudoku-aarch64,mov_imm,510.0,491.0,1.0386965376782078
eregalloc-c0,fixture:sudoku-aarch64,objects,1.0,1.0,1.0
eregalloc-c0,fixture:sudoku-aarch64,correct,1.0,1.0,1.0
eregalloc-c0,fixture:sudoku-aarch64,run_median_s,0.00191,0.001844,1.0357917570498916
eregalloc-c0,fixture:sudoku-aarch64,run_min_s,0.001555,0.00163,0.9539877300613497
eregalloc-c0,fixture:sudoku-solver,compile_s,15.393,14.612,1.0534492198193266
eregalloc-c0,fixture:sudoku-solver,obj_bytes,108416.0,108592.0,0.9983792544570502
eregalloc-c0,fixture:sudoku-solver,text_bytes,100548.0,100724.0,0.998252650808149
eregalloc-c0,fixture:sudoku-solver,insns,24748.0,24792.0,0.9982252339464344
eregalloc-c0,fixture:sudoku-solver,ldr_sp,5295.0,5614.0,0.9431777698610616
eregalloc-c0,fixture:sudoku-solver,str_sp,5057.0,4956.0,1.0203793381759483
eregalloc-c0,fixture:sudoku-solver,ldp_sp,0.0,0.0,
eregalloc-c0,fixture:sudoku-solver,stp_sp,0.0,0.0,
eregalloc-c0,fixture:sudoku-solver,mov_imm,4561.0,4404.0,1.0356494096276112
eregalloc-c0,fixture:sudoku-solver,objects,1.0,1.0,1.0
eregalloc-c0,fixture:sudoku-solver,correct,1.0,1.0,1.0
eregalloc-c0,fixture:sudoku-solver,run_median_s,0.000781,0.00091,0.8582417582417583
eregalloc-c0,fixture:sudoku-solver,run_min_s,0.00065,0.00073,0.8904109589041096
eregalloc-c0,corpus:div_recurrence,compile_s,5.731,5.651,1.0141567864094851
eregalloc-c0,corpus:div_recurrence,obj_bytes,23136.0,22776.0,1.0158061116965227
eregalloc-c0,corpus:div_recurrence,text_bytes,19507.0,19147.0,1.0188019010811094
eregalloc-c0,corpus:div_recurrence,insns,4759.0,4669.0,1.0192760762475905
eregalloc-c0,corpus:div_recurrence,ldr_sp,899.0,929.0,0.9677072120559742
eregalloc-c0,corpus:div_recurrence,str_sp,904.0,852.0,1.0610328638497653
eregalloc-c0,corpus:div_recurrence,ldp_sp,0.0,0.0,
eregalloc-c0,corpus:div_recurrence,stp_sp,0.0,0.0,
eregalloc-c0,corpus:div_recurrence,mov_imm,850.0,786.0,1.0814249363867685
eregalloc-c0,corpus:div_recurrence,objects,1.0,1.0,1.0
eregalloc-c0,corpus:div_recurrence,kfn_insns,133.0,132.0,1.0075757575757576
eregalloc-c0,corpus:div_recurrence,kfn_ldr_sp,25.0,25.0,1.0
eregalloc-c0,corpus:div_recurrence,kfn_str_sp,21.0,20.0,1.05
eregalloc-c0,corpus:div_recurrence,kfn_ldp_sp,0.0,0.0,
eregalloc-c0,corpus:div_recurrence,kfn_stp_sp,0.0,0.0,
eregalloc-c0,corpus:div_recurrence,kfn_mov_imm,35.0,35.0,1.0
eregalloc-c0,corpus:div_recurrence,kfn_symbols,1.0,1.0,1.0
eregalloc-c0,corpus:div_recurrence,correct,1.0,1.0,1.0
eregalloc-c0,corpus:div_recurrence,run_median_s,0.656118,0.656767,0.9990118261118479
eregalloc-c0,corpus:div_recurrence,run_min_s,0.646451,0.647906,0.9977543038650669
eregalloc-c0,corpus:dot_product,compile_s,5.829,5.775,1.0093506493506492
eregalloc-c0,corpus:dot_product,obj_bytes,27336.0,26952.0,1.0142475512021372
eregalloc-c0,corpus:dot_product,text_bytes,23696.0,23312.0,1.0164722031571722
eregalloc-c0,corpus:dot_product,insns,5839.0,5743.0,1.0167160020895003
eregalloc-c0,corpus:dot_product,ldr_sp,1030.0,1056.0,0.9753787878787878
eregalloc-c0,corpus:dot_product,str_sp,1269.0,1214.0,1.0453047775947282
eregalloc-c0,corpus:dot_product,ldp_sp,0.0,0.0,
eregalloc-c0,corpus:dot_product,stp_sp,0.0,0.0,
eregalloc-c0,corpus:dot_product,mov_imm,1199.0,1135.0,1.0563876651982378
eregalloc-c0,corpus:dot_product,objects,1.0,1.0,1.0
eregalloc-c0,corpus:dot_product,kfn_insns,216.0,211.0,1.0236966824644549
eregalloc-c0,corpus:dot_product,kfn_ldr_sp,46.0,44.0,1.0454545454545454
eregalloc-c0,corpus:dot_product,kfn_str_sp,30.0,27.0,1.1111111111111112
eregalloc-c0,corpus:dot_product,kfn_ldp_sp,0.0,0.0,
eregalloc-c0,corpus:dot_product,kfn_stp_sp,0.0,0.0,
eregalloc-c0,corpus:dot_product,kfn_mov_imm,49.0,49.0,1.0
eregalloc-c0,corpus:dot_product,kfn_symbols,1.0,1.0,1.0
eregalloc-c0,corpus:dot_product,correct,1.0,1.0,1.0
eregalloc-c0,corpus:dot_product,run_median_s,3.695825,3.421678,1.0801206308717537
eregalloc-c0,corpus:dot_product,run_min_s,3.677946,3.412091,1.0779155655578938
eregalloc-c0,corpus:elementwise_chain,compile_s,6.568,5.638,1.1649521106775451
eregalloc-c0,corpus:elementwise_chain,obj_bytes,23848.0,23472.0,1.0160190865712337
eregalloc-c0,corpus:elementwise_chain,text_bytes,20211.0,19839.0,1.0187509451081205
eregalloc-c0,corpus:elementwise_chain,insns,4935.0,4842.0,1.0192069392812888
eregalloc-c0,corpus:elementwise_chain,ldr_sp,904.0,934.0,0.9678800856531049
eregalloc-c0,corpus:elementwise_chain,str_sp,903.0,850.0,1.0623529411764705
eregalloc-c0,corpus:elementwise_chain,ldp_sp,0.0,0.0,
eregalloc-c0,corpus:elementwise_chain,stp_sp,0.0,0.0,
eregalloc-c0,corpus:elementwise_chain,mov_imm,963.0,897.0,1.0735785953177257
eregalloc-c0,corpus:elementwise_chain,objects,1.0,1.0,1.0
eregalloc-c0,corpus:elementwise_chain,kfn_insns,316.0,312.0,1.0128205128205128
eregalloc-c0,corpus:elementwise_chain,kfn_ldr_sp,33.0,33.0,1.0
eregalloc-c0,corpus:elementwise_chain,kfn_str_sp,23.0,21.0,1.0952380952380953
eregalloc-c0,corpus:elementwise_chain,kfn_ldp_sp,0.0,0.0,
eregalloc-c0,corpus:elementwise_chain,kfn_stp_sp,0.0,0.0,
eregalloc-c0,corpus:elementwise_chain,kfn_mov_imm,145.0,143.0,1.013986013986014
eregalloc-c0,corpus:elementwise_chain,kfn_symbols,1.0,1.0,1.0
eregalloc-c0,corpus:elementwise_chain,correct,1.0,1.0,1.0
eregalloc-c0,corpus:elementwise_chain,run_median_s,7.10478,5.312785,1.337298610803938
eregalloc-c0,corpus:elementwise_chain,run_min_s,6.67539,5.07029,1.3165696636681532
eregalloc-c0,corpus:gemm_control,compile_s,6.526,6.523,1.0004599110838572
eregalloc-c0,corpus:gemm_control,obj_bytes,23488.0,23112.0,1.0162686050536518
eregalloc-c0,corpus:gemm_control,text_bytes,19867.0,19495.0,1.019081815850218
eregalloc-c0,corpus:gemm_control,insns,4849.0,4756.0,1.0195542472666106
eregalloc-c0,corpus:gemm_control,ldr_sp,945.0,974.0,0.9702258726899384
eregalloc-c0,corpus:gemm_control,str_sp,931.0,877.0,1.0615735461801596
eregalloc-c0,corpus:gemm_control,ldp_sp,0.0,0.0,
eregalloc-c0,corpus:gemm_control,stp_sp,0.0,0.0,
eregalloc-c0,corpus:gemm_control,mov_imm,853.0,789.0,1.0811153358681875
eregalloc-c0,corpus:gemm_control,objects,1.0,1.0,1.0
eregalloc-c0,corpus:gemm_control,kfn_insns,155.0,151.0,1.0264900662251655
eregalloc-c0,corpus:gemm_control,kfn_ldr_sp,37.0,36.0,1.0277777777777777
eregalloc-c0,corpus:gemm_control,kfn_str_sp,26.0,23.0,1.1304347826086956
eregalloc-c0,corpus:gemm_control,kfn_ldp_sp,0.0,0.0,
eregalloc-c0,corpus:gemm_control,kfn_stp_sp,0.0,0.0,
eregalloc-c0,corpus:gemm_control,kfn_mov_imm,32.0,32.0,1.0
eregalloc-c0,corpus:gemm_control,kfn_symbols,1.0,1.0,1.0
eregalloc-c0,corpus:gemm_control,correct,1.0,1.0,1.0
eregalloc-c0,corpus:gemm_control,run_median_s,4.583552,4.648336,0.9860629696304227
eregalloc-c0,corpus:gemm_control,run_min_s,4.547475,4.599431,0.988703820102965
eregalloc-c0,corpus:gemm_tiled,compile_s,6.834,6.897,0.990865593736407
eregalloc-c0,corpus:gemm_tiled,obj_bytes,30704.0,30320.0,1.0126649076517151
eregalloc-c0,corpus:gemm_tiled,text_bytes,27095.0,26711.0,1.014376099734192
eregalloc-c0,corpus:gemm_tiled,insns,6656.0,6560.0,1.0146341463414634
eregalloc-c0,corpus:gemm_tiled,ldr_sp,998.0,1028.0,0.9708171206225681
eregalloc-c0,corpus:gemm_tiled,str_sp,1731.0,1675.0,1.0334328358208955
eregalloc-c0,corpus:gemm_tiled,ldp_sp,0.0,0.0,
eregalloc-c0,corpus:gemm_tiled,stp_sp,0.0,0.0,
eregalloc-c0,corpus:gemm_tiled,mov_imm,1679.0,1613.0,1.0409175449473032
eregalloc-c0,corpus:gemm_tiled,objects,1.0,1.0,1.0
eregalloc-c0,corpus:gemm_tiled,kfn_insns,2025.0,2018.0,1.0034687809712586
eregalloc-c0,corpus:gemm_tiled,kfn_ldr_sp,121.0,121.0,1.0
eregalloc-c0,corpus:gemm_tiled,kfn_str_sp,848.0,843.0,1.0059311981020167
eregalloc-c0,corpus:gemm_tiled,kfn_ldp_sp,0.0,0.0,
eregalloc-c0,corpus:gemm_tiled,kfn_stp_sp,0.0,0.0,
eregalloc-c0,corpus:gemm_tiled,kfn_mov_imm,861.0,859.0,1.0023282887077998
eregalloc-c0,corpus:gemm_tiled,kfn_symbols,1.0,1.0,1.0
eregalloc-c0,corpus:gemm_tiled,correct,1.0,1.0,1.0
eregalloc-c0,corpus:gemm_tiled,run_median_s,20.202074,21.268538,0.9498572022204818
eregalloc-c0,corpus:gemm_tiled,run_min_s,19.868914,19.080657,1.0413118374278203
eregalloc-c0,corpus:histogram,compile_s,7.994,6.182,1.2931090262051115
eregalloc-c0,corpus:histogram,obj_bytes,25392.0,25016.0,1.0150303805564438
eregalloc-c0,corpus:histogram,text_bytes,21807.0,21431.0,1.017544678269796
eregalloc-c0,corpus:histogram,insns,5334.0,5240.0,1.0179389312977098
eregalloc-c0,corpus:histogram,ldr_sp,911.0,938.0,0.9712153518123667
eregalloc-c0,corpus:histogram,str_sp,1160.0,1109.0,1.0459873760144274
eregalloc-c0,corpus:histogram,ldp_sp,0.0,0.0,
eregalloc-c0,corpus:histogram,stp_sp,0.0,0.0,
eregalloc-c0,corpus:histogram,mov_imm,1123.0,1057.0,1.0624408703878903
eregalloc-c0,corpus:histogram,objects,1.0,1.0,1.0
eregalloc-c0,corpus:histogram,kfn_insns,233.0,226.0,1.0309734513274336
eregalloc-c0,corpus:histogram,kfn_ldr_sp,48.0,45.0,1.0666666666666667
eregalloc-c0,corpus:histogram,kfn_str_sp,33.0,29.0,1.1379310344827587
eregalloc-c0,corpus:histogram,kfn_ldp_sp,0.0,0.0,
eregalloc-c0,corpus:histogram,kfn_stp_sp,0.0,0.0,
eregalloc-c0,corpus:histogram,kfn_mov_imm,54.0,54.0,1.0
eregalloc-c0,corpus:histogram,kfn_symbols,1.0,1.0,1.0
eregalloc-c0,corpus:histogram,correct,1.0,1.0,1.0
eregalloc-c0,corpus:histogram,run_median_s,4.90585,4.955482,0.9899844253293625
eregalloc-c0,corpus:histogram,run_min_s,4.835357,4.454142,1.0855866292542986
eregalloc-c0+spectral,fixture:pure-rust-aarch64,compile_s,0.435,0.431,1.0092807424593968
eregalloc-c0+spectral,fixture:pure-rust-aarch64,obj_bytes,9536.0,9536.0,1.0
eregalloc-c0+spectral,fixture:pure-rust-aarch64,text_bytes,6697.0,6697.0,1.0
eregalloc-c0+spectral,fixture:pure-rust-aarch64,insns,1640.0,1640.0,1.0
eregalloc-c0+spectral,fixture:pure-rust-aarch64,ldr_sp,208.0,217.0,0.9585253456221198
eregalloc-c0+spectral,fixture:pure-rust-aarch64,str_sp,223.0,223.0,1.0
eregalloc-c0+spectral,fixture:pure-rust-aarch64,ldp_sp,0.0,0.0,
eregalloc-c0+spectral,fixture:pure-rust-aarch64,stp_sp,0.0,0.0,
eregalloc-c0+spectral,fixture:pure-rust-aarch64,mov_imm,493.0,484.0,1.0185950413223142
eregalloc-c0+spectral,fixture:pure-rust-aarch64,objects,1.0,1.0,1.0
eregalloc-c0+spectral,fixture:pure-rust-aarch64,correct,1.0,1.0,1.0
eregalloc-c0+spectral,fixture:pure-rust-aarch64,run_median_s,0.000844,0.000979,0.8621041879468846
eregalloc-c0+spectral,fixture:pure-rust-aarch64,run_min_s,0.000639,0.000657,0.9726027397260274
eregalloc-c0+spectral,fixture:structs-aarch64,compile_s,0.153,0.126,1.2142857142857142
eregalloc-c0+spectral,fixture:structs-aarch64,obj_bytes,2040.0,2040.0,1.0
eregalloc-c0+spectral,fixture:structs-aarch64,text_bytes,620.0,624.0,0.9935897435897436
eregalloc-c0+spectral,fixture:structs-aarch64,insns,155.0,156.0,0.9935897435897436
eregalloc-c0+spectral,fixture:structs-aarch64,ldr_sp,17.0,18.0,0.9444444444444444
eregalloc-c0+spectral,fixture:structs-aarch64,str_sp,12.0,12.0,1.0
eregalloc-c0+spectral,fixture:structs-aarch64,ldp_sp,0.0,0.0,
eregalloc-c0+spectral,fixture:structs-aarch64,stp_sp,0.0,0.0,
eregalloc-c0+spectral,fixture:structs-aarch64,mov_imm,51.0,51.0,1.0
eregalloc-c0+spectral,fixture:structs-aarch64,objects,1.0,1.0,1.0
eregalloc-c0+spectral,fixture:structs-aarch64,correct,1.0,1.0,1.0
eregalloc-c0+spectral,fixture:structs-aarch64,run_median_s,0.000832,0.000734,1.1335149863760219
eregalloc-c0+spectral,fixture:structs-aarch64,run_min_s,0.000654,0.000622,1.0514469453376205
eregalloc-c0+spectral,fixture:hello-world-aarch64,compile_s,0.135,0.133,1.0150375939849625
eregalloc-c0+spectral,fixture:hello-world-aarch64,obj_bytes,1728.0,1728.0,1.0
eregalloc-c0+spectral,fixture:hello-world-aarch64,text_bytes,351.0,351.0,1.0
eregalloc-c0+spectral,fixture:hello-world-aarch64,insns,85.0,85.0,1.0
eregalloc-c0+spectral,fixture:hello-world-aarch64,ldr_sp,13.0,13.0,1.0
eregalloc-c0+spectral,fixture:hello-world-aarch64,str_sp,13.0,13.0,1.0
eregalloc-c0+spectral,fixture:hello-world-aarch64,ldp_sp,0.0,0.0,
eregalloc-c0+spectral,fixture:hello-world-aarch64,stp_sp,0.0,0.0,
eregalloc-c0+spectral,fixture:hello-world-aarch64,mov_imm,8.0,8.0,1.0
eregalloc-c0+spectral,fixture:hello-world-aarch64,objects,1.0,1.0,1.0
eregalloc-c0+spectral,fixture:hello-world-aarch64,correct,1.0,1.0,1.0
eregalloc-c0+spectral,fixture:hello-world-aarch64,run_median_s,0.000882,0.000756,1.1666666666666665
eregalloc-c0+spectral,fixture:hello-world-aarch64,run_min_s,0.000554,0.000674,0.8219584569732938
eregalloc-c0+spectral,fixture:fp-aarch64,compile_s,2.108,1.657,1.2721786360893181
eregalloc-c0+spectral,fixture:fp-aarch64,obj_bytes,37696.0,37696.0,1.0
eregalloc-c0+spectral,fixture:fp-aarch64,text_bytes,31243.0,31243.0,1.0
eregalloc-c0+spectral,fixture:fp-aarch64,insns,7643.0,7643.0,1.0
eregalloc-c0+spectral,fixture:fp-aarch64,ldr_sp,1638.0,1666.0,0.9831932773109243
eregalloc-c0+spectral,fixture:fp-aarch64,str_sp,1632.0,1625.0,1.0043076923076923
eregalloc-c0+spectral,fixture:fp-aarch64,ldp_sp,0.0,0.0,
eregalloc-c0+spectral,fixture:fp-aarch64,stp_sp,0.0,0.0,
eregalloc-c0+spectral,fixture:fp-aarch64,mov_imm,1134.0,1113.0,1.0188679245283019
eregalloc-c0+spectral,fixture:fp-aarch64,objects,1.0,1.0,1.0
eregalloc-c0+spectral,fixture:fp-aarch64,correct,1.0,1.0,1.0
eregalloc-c0+spectral,fixture:fp-aarch64,run_median_s,0.000892,0.000918,0.9716775599128541
eregalloc-c0+spectral,fixture:fp-aarch64,run_min_s,0.000617,0.000589,1.0475382003395586
eregalloc-c0+spectral,fixture:int128-aarch64,compile_s,6.313,5.803,1.0878855764259865
eregalloc-c0+spectral,fixture:int128-aarch64,obj_bytes,104168.0,103648.0,1.0050169805495524
eregalloc-c0+spectral,fixture:int128-aarch64,text_bytes,89953.0,89437.0,1.0057694242874873
eregalloc-c0+spectral,fixture:int128-aarch64,insns,21953.0,21824.0,1.0059109237536656
eregalloc-c0+spectral,fixture:int128-aarch64,ldr_sp,4282.0,4438.0,0.9648490310950879
eregalloc-c0+spectral,fixture:int128-aarch64,str_sp,4543.0,4422.0,1.027363184079602
eregalloc-c0+spectral,fixture:int128-aarch64,ldp_sp,0.0,0.0,
eregalloc-c0+spectral,fixture:int128-aarch64,stp_sp,0.0,0.0,
eregalloc-c0+spectral,fixture:int128-aarch64,mov_imm,4232.0,4073.0,1.0390375644488092
eregalloc-c0+spectral,fixture:int128-aarch64,objects,1.0,1.0,1.0
eregalloc-c0+spectral,fixture:int128-aarch64,correct,1.0,1.0,1.0
eregalloc-c0+spectral,fixture:int128-aarch64,run_median_s,0.000875,0.000889,0.984251968503937
