config,target,metric,value,baseline_value,ratio
baseline,fixture:pure-rust-aarch64,compile_s,0.431,0.431,1.0
baseline,fixture:pure-rust-aarch64,obj_bytes,9536.0,9536.0,1.0
baseline,fixture:pure-rust-aarch64,text_bytes,6697.0,6697.0,1.0
baseline,fixture:pure-rust-aarch64,insns,1640.0,1640.0,1.0
baseline,fixture:pure-rust-aarch64,ldr_sp,217.0,217.0,1.0
baseline,fixture:pure-rust-aarch64,str_sp,223.0,223.0,1.0
baseline,fixture:pure-rust-aarch64,ldp_sp,0.0,0.0,
baseline,fixture:pure-rust-aarch64,stp_sp,0.0,0.0,
baseline,fixture:pure-rust-aarch64,mov_imm,484.0,484.0,1.0
baseline,fixture:pure-rust-aarch64,objects,1.0,1.0,1.0
baseline,fixture:pure-rust-aarch64,correct,1.0,1.0,1.0
baseline,fixture:pure-rust-aarch64,run_median_s,0.000979,0.000979,1.0
baseline,fixture:pure-rust-aarch64,run_min_s,0.000657,0.000657,1.0
baseline,fixture:structs-aarch64,compile_s,0.126,0.126,1.0
baseline,fixture:structs-aarch64,obj_bytes,2040.0,2040.0,1.0
baseline,fixture:structs-aarch64,text_bytes,624.0,624.0,1.0
baseline,fixture:structs-aarch64,insns,156.0,156.0,1.0
baseline,fixture:structs-aarch64,ldr_sp,18.0,18.0,1.0
baseline,fixture:structs-aarch64,str_sp,12.0,12.0,1.0
baseline,fixture:structs-aarch64,ldp_sp,0.0,0.0,
baseline,fixture:structs-aarch64,stp_sp,0.0,0.0,
baseline,fixture:structs-aarch64,mov_imm,51.0,51.0,1.0
baseline,fixture:structs-aarch64,objects,1.0,1.0,1.0
baseline,fixture:structs-aarch64,correct,1.0,1.0,1.0
baseline,fixture:structs-aarch64,run_median_s,0.000734,0.000734,1.0
baseline,fixture:structs-aarch64,run_min_s,0.000622,0.000622,1.0
baseline,fixture:hello-world-aarch64,compile_s,0.133,0.133,1.0
baseline,fixture:hello-world-aarch64,obj_bytes,1728.0,1728.0,1.0
baseline,fixture:hello-world-aarch64,text_bytes,351.0,351.0,1.0
baseline,fixture:hello-world-aarch64,insns,85.0,85.0,1.0
baseline,fixture:hello-world-aarch64,ldr_sp,13.0,13.0,1.0
baseline,fixture:hello-world-aarch64,str_sp,13.0,13.0,1.0
baseline,fixture:hello-world-aarch64,ldp_sp,0.0,0.0,
baseline,fixture:hello-world-aarch64,stp_sp,0.0,0.0,
baseline,fixture:hello-world-aarch64,mov_imm,8.0,8.0,1.0
baseline,fixture:hello-world-aarch64,objects,1.0,1.0,1.0
baseline,fixture:hello-world-aarch64,correct,1.0,1.0,1.0
baseline,fixture:hello-world-aarch64,run_median_s,0.000756,0.000756,1.0
baseline,fixture:hello-world-aarch64,run_min_s,0.000674,0.000674,1.0
baseline,fixture:fp-aarch64,compile_s,1.657,1.657,1.0
baseline,fixture:fp-aarch64,obj_bytes,37696.0,37696.0,1.0
baseline,fixture:fp-aarch64,text_bytes,31243.0,31243.0,1.0
baseline,fixture:fp-aarch64,insns,7643.0,7643.0,1.0
baseline,fixture:fp-aarch64,ldr_sp,1666.0,1666.0,1.0
baseline,fixture:fp-aarch64,str_sp,1625.0,1625.0,1.0
baseline,fixture:fp-aarch64,ldp_sp,0.0,0.0,
baseline,fixture:fp-aarch64,stp_sp,0.0,0.0,
baseline,fixture:fp-aarch64,mov_imm,1113.0,1113.0,1.0
baseline,fixture:fp-aarch64,objects,1.0,1.0,1.0
baseline,fixture:fp-aarch64,correct,1.0,1.0,1.0
baseline,fixture:fp-aarch64,run_median_s,0.000918,0.000918,1.0
baseline,fixture:fp-aarch64,run_min_s,0.000589,0.000589,1.0
baseline,fixture:int128-aarch64,compile_s,5.803,5.803,1.0
baseline,fixture:int128-aarch64,obj_bytes,103648.0,103648.0,1.0
baseline,fixture:int128-aarch64,text_bytes,89437.0,89437.0,1.0
baseline,fixture:int128-aarch64,insns,21824.0,21824.0,1.0
baseline,fixture:int128-aarch64,ldr_sp,4438.0,4438.0,1.0
baseline,fixture:int128-aarch64,str_sp,4422.0,4422.0,1.0
baseline,fixture:int128-aarch64,ldp_sp,0.0,0.0,
baseline,fixture:int128-aarch64,stp_sp,0.0,0.0,
baseline,fixture:int128-aarch64,mov_imm,4073.0,4073.0,1.0
baseline,fixture:int128-aarch64,objects,1.0,1.0,1.0
baseline,fixture:int128-aarch64,correct,1.0,1.0,1.0
baseline,fixture:int128-aarch64,run_median_s,0.000889,0.000889,1.0
baseline,fixture:int128-aarch64,run_min_s,0.000699,0.000699,1.0
baseline,fixture:hashmap-aarch64,compile_s,8.322,8.322,1.0
baseline,fixture:hashmap-aarch64,obj_bytes,147512.0,147512.0,1.0
baseline,fixture:hashmap-aarch64,text_bytes,132321.0,132321.0,1.0
baseline,fixture:hashmap-aarch64,insns,32976.0,32976.0,1.0
baseline,fixture:hashmap-aarch64,ldr_sp,6960.0,6960.0,1.0
baseline,fixture:hashmap-aarch64,str_sp,6227.0,6227.0,1.0
baseline,fixture:hashmap-aarch64,ldp_sp,0.0,0.0,
baseline,fixture:hashmap-aarch64,stp_sp,0.0,0.0,
baseline,fixture:hashmap-aarch64,mov_imm,6599.0,6599.0,1.0
baseline,fixture:hashmap-aarch64,objects,1.0,1.0,1.0
baseline,fixture:hashmap-aarch64,correct,1.0,1.0,1.0
baseline,fixture:hashmap-aarch64,run_median_s,0.000939,0.000939,1.0
baseline,fixture:hashmap-aarch64,run_min_s,0.000606,0.000606,1.0
baseline,fixture:itoa-aarch64,compile_s,1.318,1.318,1.0
baseline,fixture:itoa-aarch64,obj_bytes,22872.0,22872.0,1.0
baseline,fixture:itoa-aarch64,text_bytes,19071.0,19071.0,1.0
baseline,fixture:itoa-aarch64,insns,4653.0,4653.0,1.0
baseline,fixture:itoa-aarch64,ldr_sp,1018.0,1018.0,1.0
baseline,fixture:itoa-aarch64,str_sp,700.0,700.0,1.0
baseline,fixture:itoa-aarch64,ldp_sp,0.0,0.0,
baseline,fixture:itoa-aarch64,stp_sp,0.0,0.0,
baseline,fixture:itoa-aarch64,mov_imm,700.0,700.0,1.0
baseline,fixture:itoa-aarch64,objects,1.0,1.0,1.0
baseline,fixture:itoa-aarch64,correct,1.0,1.0,1.0
baseline,fixture:itoa-aarch64,run_median_s,0.000862,0.000862,1.0
baseline,fixture:itoa-aarch64,run_min_s,0.000581,0.000581,1.0
baseline,fixture:oc-course,compile_s,0.169,0.169,1.0
baseline,fixture:oc-course,obj_bytes,1992.0,1992.0,1.0
baseline,fixture:oc-course,text_bytes,559.0,559.0,1.0
baseline,fixture:oc-course,insns,137.0,137.0,1.0
baseline,fixture:oc-course,ldr_sp,25.0,25.0,1.0
baseline,fixture:oc-course,str_sp,22.0,22.0,1.0
baseline,fixture:oc-course,ldp_sp,0.0,0.0,
baseline,fixture:oc-course,stp_sp,0.0,0.0,
baseline,fixture:oc-course,mov_imm,14.0,14.0,1.0
baseline,fixture:oc-course,objects,1.0,1.0,1.0
baseline,fixture:oc-course,correct,1.0,1.0,1.0
baseline,fixture:oc-course,run_median_s,0.000702,0.000702,1.0
baseline,fixture:oc-course,run_min_s,0.000573,0.000573,1.0
baseline,fixture:stdin-aarch64,compile_s,8.256,8.256,1.0
baseline,fixture:stdin-aarch64,obj_bytes,52592.0,52592.0,1.0
baseline,fixture:stdin-aarch64,text_bytes,45428.0,45428.0,1.0
baseline,fixture:stdin-aarch64,insns,11192.0,11192.0,1.0
baseline,fixture:stdin-aarch64,ldr_sp,1981.0,1981.0,1.0
baseline,fixture:stdin-aarch64,str_sp,1785.0,1785.0,1.0
baseline,fixture:stdin-aarch64,ldp_sp,0.0,0.0,
baseline,fixture:stdin-aarch64,stp_sp,0.0,0.0,
baseline,fixture:stdin-aarch64,mov_imm,2623.0,2623.0,1.0
baseline,fixture:stdin-aarch64,objects,1.0,1.0,1.0
baseline,fixture:stdin-aarch64,correct,1.0,1.0,1.0
baseline,fixture:stdin-aarch64,run_median_s,0.000971,0.000971,1.0
baseline,fixture:stdin-aarch64,run_min_s,0.000608,0.000608,1.0
baseline,fixture:sudoku-aarch64,compile_s,1.324,1.324,1.0
baseline,fixture:sudoku-aarch64,obj_bytes,14408.0,14408.0,1.0
baseline,fixture:sudoku-aarch64,text_bytes,12472.0,12472.0,1.0
baseline,fixture:sudoku-aarch64,insns,3094.0,3094.0,1.0
baseline,fixture:sudoku-aarch64,ldr_sp,666.0,666.0,1.0
baseline,fixture:sudoku-aarch64,str_sp,677.0,677.0,1.0
baseline,fixture:sudoku-aarch64,ldp_sp,0.0,0.0,
baseline,fixture:sudoku-aarch64,stp_sp,0.0,0.0,
baseline,fixture:sudoku-aarch64,mov_imm,491.0,491.0,1.0
baseline,fixture:sudoku-aarch64,objects,1.0,1.0,1.0
baseline,fixture:sudoku-aarch64,correct,1.0,1.0,1.0
baseline,fixture:sudoku-aarch64,run_median_s,0.001844,0.001844,1.0
baseline,fixture:sudoku-aarch64,run_min_s,0.00163,0.00163,1.0
baseline,fixture:sudoku-solver,compile_s,14.612,14.612,1.0
baseline,fixture:sudoku-solver,obj_bytes,108592.0,108592.0,1.0
baseline,fixture:sudoku-solver,text_bytes,100724.0,100724.0,1.0
baseline,fixture:sudoku-solver,insns,24792.0,24792.0,1.0
baseline,fixture:sudoku-solver,ldr_sp,5614.0,5614.0,1.0
baseline,fixture:sudoku-solver,str_sp,4956.0,4956.0,1.0
baseline,fixture:sudoku-solver,ldp_sp,0.0,0.0,
baseline,fixture:sudoku-solver,stp_sp,0.0,0.0,
baseline,fixture:sudoku-solver,mov_imm,4404.0,4404.0,1.0
baseline,fixture:sudoku-solver,objects,1.0,1.0,1.0
baseline,fixture:sudoku-solver,correct,1.0,1.0,1.0
baseline,fixture:sudoku-solver,run_median_s,0.00091,0.00091,1.0
baseline,fixture:sudoku-solver,run_min_s,0.00073,0.00073,1.0
baseline,corpus:div_recurrence,compile_s,5.651,5.651,1.0
baseline,corpus:div_recurrence,obj_bytes,22776.0,22776.0,1.0
baseline,corpus:div_recurrence,text_bytes,19147.0,19147.0,1.0
baseline,corpus:div_recurrence,insns,4669.0,4669.0,1.0
baseline,corpus:div_recurrence,ldr_sp,929.0,929.0,1.0
baseline,corpus:div_recurrence,str_sp,852.0,852.0,1.0
baseline,corpus:div_recurrence,ldp_sp,0.0,0.0,
baseline,corpus:div_recurrence,stp_sp,0.0,0.0,
baseline,corpus:div_recurrence,mov_imm,786.0,786.0,1.0
baseline,corpus:div_recurrence,objects,1.0,1.0,1.0
baseline,corpus:div_recurrence,kfn_insns,132.0,132.0,1.0
baseline,corpus:div_recurrence,kfn_ldr_sp,25.0,25.0,1.0
baseline,corpus:div_recurrence,kfn_str_sp,20.0,20.0,1.0
baseline,corpus:div_recurrence,kfn_ldp_sp,0.0,0.0,
baseline,corpus:div_recurrence,kfn_stp_sp,0.0,0.0,
baseline,corpus:div_recurrence,kfn_mov_imm,35.0,35.0,1.0
baseline,corpus:div_recurrence,kfn_symbols,1.0,1.0,1.0
baseline,corpus:div_recurrence,correct,1.0,1.0,1.0
baseline,corpus:div_recurrence,run_median_s,0.656767,0.656767,1.0
baseline,corpus:div_recurrence,run_min_s,0.647906,0.647906,1.0
baseline,corpus:dot_product,compile_s,5.775,5.775,1.0
baseline,corpus:dot_product,obj_bytes,26952.0,26952.0,1.0
baseline,corpus:dot_product,text_bytes,23312.0,23312.0,1.0
baseline,corpus:dot_product,insns,5743.0,5743.0,1.0
baseline,corpus:dot_product,ldr_sp,1056.0,1056.0,1.0
baseline,corpus:dot_product,str_sp,1214.0,1214.0,1.0
baseline,corpus:dot_product,ldp_sp,0.0,0.0,
baseline,corpus:dot_product,stp_sp,0.0,0.0,
baseline,corpus:dot_product,mov_imm,1135.0,1135.0,1.0
baseline,corpus:dot_product,objects,1.0,1.0,1.0
baseline,corpus:dot_product,kfn_insns,211.0,211.0,1.0
baseline,corpus:dot_product,kfn_ldr_sp,44.0,44.0,1.0
baseline,corpus:dot_product,kfn_str_sp,27.0,27.0,1.0
baseline,corpus:dot_product,kfn_ldp_sp,0.0,0.0,
baseline,corpus:dot_product,kfn_stp_sp,0.0,0.0,
baseline,corpus:dot_product,kfn_mov_imm,49.0,49.0,1.0
baseline,corpus:dot_product,kfn_symbols,1.0,1.0,1.0
baseline,corpus:dot_product,correct,1.0,1.0,1.0
baseline,corpus:dot_product,run_median_s,3.421678,3.421678,1.0
baseline,corpus:dot_product,run_min_s,3.412091,3.412091,1.0
baseline,corpus:elementwise_chain,compile_s,5.638,5.638,1.0
baseline,corpus:elementwise_chain,obj_bytes,23472.0,23472.0,1.0
baseline,corpus:elementwise_chain,text_bytes,19839.0,19839.0,1.0
baseline,corpus:elementwise_chain,insns,4842.0,4842.0,1.0
baseline,corpus:elementwise_chain,ldr_sp,934.0,934.0,1.0
baseline,corpus:elementwise_chain,str_sp,850.0,850.0,1.0
baseline,corpus:elementwise_chain,ldp_sp,0.0,0.0,
baseline,corpus:elementwise_chain,stp_sp,0.0,0.0,
baseline,corpus:elementwise_chain,mov_imm,897.0,897.0,1.0
baseline,corpus:elementwise_chain,objects,1.0,1.0,1.0
baseline,corpus:elementwise_chain,kfn_insns,312.0,312.0,1.0
baseline,corpus:elementwise_chain,kfn_ldr_sp,33.0,33.0,1.0
baseline,corpus:elementwise_chain,kfn_str_sp,21.0,21.0,1.0
baseline,corpus:elementwise_chain,kfn_ldp_sp,0.0,0.0,
baseline,corpus:elementwise_chain,kfn_stp_sp,0.0,0.0,
baseline,corpus:elementwise_chain,kfn_mov_imm,143.0,143.0,1.0
baseline,corpus:elementwise_chain,kfn_symbols,1.0,1.0,1.0
baseline,corpus:elementwise_chain,correct,1.0,1.0,1.0
baseline,corpus:elementwise_chain,run_median_s,5.312785,5.312785,1.0
baseline,corpus:elementwise_chain,run_min_s,5.07029,5.07029,1.0
baseline,corpus:gemm_control,compile_s,6.523,6.523,1.0
baseline,corpus:gemm_control,obj_bytes,23112.0,23112.0,1.0
baseline,corpus:gemm_control,text_bytes,19495.0,19495.0,1.0
baseline,corpus:gemm_control,insns,4756.0,4756.0,1.0
baseline,corpus:gemm_control,ldr_sp,974.0,974.0,1.0
baseline,corpus:gemm_control,str_sp,877.0,877.0,1.0
baseline,corpus:gemm_control,ldp_sp,0.0,0.0,
baseline,corpus:gemm_control,stp_sp,0.0,0.0,
baseline,corpus:gemm_control,mov_imm,789.0,789.0,1.0
baseline,corpus:gemm_control,objects,1.0,1.0,1.0
baseline,corpus:gemm_control,kfn_insns,151.0,151.0,1.0
baseline,corpus:gemm_control,kfn_ldr_sp,36.0,36.0,1.0
baseline,corpus:gemm_control,kfn_str_sp,23.0,23.0,1.0
baseline,corpus:gemm_control,kfn_ldp_sp,0.0,0.0,
baseline,corpus:gemm_control,kfn_stp_sp,0.0,0.0,
baseline,corpus:gemm_control,kfn_mov_imm,32.0,32.0,1.0
baseline,corpus:gemm_control,kfn_symbols,1.0,1.0,1.0
baseline,corpus:gemm_control,correct,1.0,1.0,1.0
baseline,corpus:gemm_control,run_median_s,4.648336,4.648336,1.0
baseline,corpus:gemm_control,run_min_s,4.599431,4.599431,1.0
baseline,corpus:gemm_tiled,compile_s,6.897,6.897,1.0
baseline,corpus:gemm_tiled,obj_bytes,30320.0,30320.0,1.0
baseline,corpus:gemm_tiled,text_bytes,26711.0,26711.0,1.0
baseline,corpus:gemm_tiled,insns,6560.0,6560.0,1.0
baseline,corpus:gemm_tiled,ldr_sp,1028.0,1028.0,1.0
baseline,corpus:gemm_tiled,str_sp,1675.0,1675.0,1.0
baseline,corpus:gemm_tiled,ldp_sp,0.0,0.0,
baseline,corpus:gemm_tiled,stp_sp,0.0,0.0,
baseline,corpus:gemm_tiled,mov_imm,1613.0,1613.0,1.0
baseline,corpus:gemm_tiled,objects,1.0,1.0,1.0
baseline,corpus:gemm_tiled,kfn_insns,2018.0,2018.0,1.0
baseline,corpus:gemm_tiled,kfn_ldr_sp,121.0,121.0,1.0
baseline,corpus:gemm_tiled,kfn_str_sp,843.0,843.0,1.0
baseline,corpus:gemm_tiled,kfn_ldp_sp,0.0,0.0,
baseline,corpus:gemm_tiled,kfn_stp_sp,0.0,0.0,
baseline,corpus:gemm_tiled,kfn_mov_imm,859.0,859.0,1.0
baseline,corpus:gemm_tiled,kfn_symbols,1.0,1.0,1.0
baseline,corpus:gemm_tiled,correct,1.0,1.0,1.0
baseline,corpus:gemm_tiled,run_median_s,21.268538,21.268538,1.0
baseline,corpus:gemm_tiled,run_min_s,19.080657,19.080657,1.0
baseline,corpus:histogram,compile_s,6.182,6.182,1.0
baseline,corpus:histogram,obj_bytes,25016.0,25016.0,1.0
baseline,corpus:histogram,text_bytes,21431.0,21431.0,1.0
baseline,corpus:histogram,insns,5240.0,5240.0,1.0
baseline,corpus:histogram,ldr_sp,938.0,938.0,1.0
baseline,corpus:histogram,str_sp,1109.0,1109.0,1.0
baseline,corpus:histogram,ldp_sp,0.0,0.0,
baseline,corpus:histogram,stp_sp,0.0,0.0,
baseline,corpus:histogram,mov_imm,1057.0,1057.0,1.0
baseline,corpus:histogram,objects,1.0,1.0,1.0
baseline,corpus:histogram,kfn_insns,226.0,226.0,1.0
baseline,corpus:histogram,kfn_ldr_sp,45.0,45.0,1.0
baseline,corpus:histogram,kfn_str_sp,29.0,29.0,1.0
baseline,corpus:histogram,kfn_ldp_sp,0.0,0.0,
baseline,corpus:histogram,kfn_stp_sp,0.0,0.0,
baseline,corpus:histogram,kfn_mov_imm,54.0,54.0,1.0
baseline,corpus:histogram,kfn_symbols,1.0,1.0,1.0
baseline,corpus:histogram,correct,1.0,1.0,1.0
baseline,corpus:histogram,run_median_s,4.955482,4.955482,1.0
baseline,corpus:histogram,run_min_s,4.454142,4.454142,1.0
baseline,corpus:jacobi_2d,compile_s,6.3,6.3,1.0
baseline,corpus:jacobi_2d,obj_bytes,22704.0,22704.0,1.0
baseline,corpus:jacobi_2d,text_bytes,19119.0,19119.0,1.0
baseline,corpus:jacobi_2d,insns,4662.0,4662.0,1.0
baseline,corpus:jacobi_2d,ldr_sp,922.0,922.0,1.0
baseline,corpus:jacobi_2d,str_sp,831.0,831.0,1.0
baseline,corpus:jacobi_2d,ldp_sp,0.0,0.0,
baseline,corpus:jacobi_2d,stp_sp,0.0,0.0,
baseline,corpus:jacobi_2d,mov_imm,798.0,798.0,1.0
baseline,corpus:jacobi_2d,objects,1.0,1.0,1.0
baseline,corpus:jacobi_2d,kfn_insns,186.0,186.0,1.0
baseline,corpus:jacobi_2d,kfn_ldr_sp,35.0,35.0,1.0
baseline,corpus:jacobi_2d,kfn_str_sp,13.0,13.0,1.0
baseline,corpus:jacobi_2d,kfn_ldp_sp,0.0,0.0,
baseline,corpus:jacobi_2d,kfn_stp_sp,0.0,0.0,
baseline,corpus:jacobi_2d,kfn_mov_imm,56.0,56.0,1.0
baseline,corpus:jacobi_2d,kfn_symbols,1.0,1.0,1.0
baseline,corpus:jacobi_2d,correct,1.0,1.0,1.0
baseline,corpus:jacobi_2d,run_median_s,2.620557,2.620557,1.0
baseline,corpus:jacobi_2d,run_min_s,2.550278,2.550278,1.0
weighted,fixture:pure-rust-aarch64,compile_s,0.445,0.431,1.0324825986078887
weighted,fixture:pure-rust-aarch64,obj_bytes,9728.0,9536.0,1.0201342281879195
weighted,fixture:pure-rust-aarch64,text_bytes,6889.0,6697.0,1.028669553531432
weighted,fixture:pure-rust-aarch64,insns,1688.0,1640.0,1.0292682926829269
weighted,fixture:pure-rust-aarch64,ldr_sp,237.0,217.0,1.0921658986175116
weighted,fixture:pure-rust-aarch64,str_sp,251.0,223.0,1.1255605381165918
weighted,fixture:pure-rust-aarch64,ldp_sp,0.0,0.0,
weighted,fixture:pure-rust-aarch64,stp_sp,0.0,0.0,
weighted,fixture:pure-rust-aarch64,mov_imm,484.0,484.0,1.0
weighted,fixture:pure-rust-aarch64,objects,1.0,1.0,1.0
weighted,fixture:pure-rust-aarch64,correct,1.0,1.0,1.0
weighted,fixture:pure-rust-aarch64,run_median_s,0.000802,0.000979,0.8192032686414709
weighted,fixture:pure-rust-aarch64,run_min_s,0.000597,0.000657,0.9086757990867579
weighted,fixture:structs-aarch64,compile_s,0.148,0.126,1.1746031746031744
weighted,fixture:structs-aarch64,obj_bytes,2040.0,2040.0,1.0
weighted,fixture:structs-aarch64,text_bytes,620.0,624.0,0.9935897435897436
weighted,fixture:structs-aarch64,insns,155.0,156.0,0.9935897435897436
weighted,fixture:structs-aarch64,ldr_sp,17.0,18.0,0.9444444444444444
weighted,fixture:structs-aarch64,str_sp,12.0,12.0,1.0
weighted,fixture:structs-aarch64,ldp_sp,0.0,0.0,
weighted,fixture:structs-aarch64,stp_sp,0.0,0.0,
weighted,fixture:structs-aarch64,mov_imm,51.0,51.0,1.0
weighted,fixture:structs-aarch64,objects,1.0,1.0,1.0
weighted,fixture:structs-aarch64,correct,1.0,1.0,1.0
weighted,fixture:structs-aarch64,run_median_s,0.00075,0.000734,1.021798365122616
weighted,fixture:structs-aarch64,run_min_s,0.000629,0.000622,1.0112540192926045
weighted,fixture:hello-world-aarch64,compile_s,0.145,0.133,1.0902255639097742
weighted,fixture:hello-world-aarch64,obj_bytes,1728.0,1728.0,1.0
weighted,fixture:hello-world-aarch64,text_bytes,351.0,351.0,1.0
weighted,fixture:hello-world-aarch64,insns,85.0,85.0,1.0
weighted,fixture:hello-world-aarch64,ldr_sp,13.0,13.0,1.0
weighted,fixture:hello-world-aarch64,str_sp,13.0,13.0,1.0
weighted,fixture:hello-world-aarch64,ldp_sp,0.0,0.0,
weighted,fixture:hello-world-aarch64,stp_sp,0.0,0.0,
weighted,fixture:hello-world-aarch64,mov_imm,8.0,8.0,1.0
weighted,fixture:hello-world-aarch64,objects,1.0,1.0,1.0
weighted,fixture:hello-world-aarch64,correct,1.0,1.0,1.0
weighted,fixture:hello-world-aarch64,run_median_s,0.000871,0.000756,1.152116402116402
weighted,fixture:hello-world-aarch64,run_min_s,0.000673,0.000674,0.9985163204747775
weighted,fixture:fp-aarch64,compile_s,1.653,1.657,0.9975859987929994
weighted,fixture:fp-aarch64,obj_bytes,37880.0,37696.0,1.0048811544991512
weighted,fixture:fp-aarch64,text_bytes,31431.0,31243.0,1.0060173478859264
weighted,fixture:fp-aarch64,insns,7690.0,7643.0,1.0061494177678922
weighted,fixture:fp-aarch64,ldr_sp,1680.0,1666.0,1.0084033613445378
weighted,fixture:fp-aarch64,str_sp,1658.0,1625.0,1.0203076923076924
weighted,fixture:fp-aarch64,ldp_sp,0.0,0.0,
weighted,fixture:fp-aarch64,stp_sp,0.0,0.0,
weighted,fixture:fp-aarch64,mov_imm,1113.0,1113.0,1.0
weighted,fixture:fp-aarch64,objects,1.0,1.0,1.0
weighted,fixture:fp-aarch64,correct,1.0,1.0,1.0
weighted,fixture:fp-aarch64,run_median_s,0.000925,0.000918,1.0076252723311547
weighted,fixture:fp-aarch64,run_min_s,0.000697,0.000589,1.1833616298811545
weighted,fixture:int128-aarch64,compile_s,5.833,5.803,1.0051697397897639
weighted,fixture:int128-aarch64,obj_bytes,107096.0,103648.0,1.0332664402593392
weighted,fixture:int128-aarch64,text_bytes,92885.0,89437.0,1.0385522770218143
weighted,fixture:int128-aarch64,insns,22686.0,21824.0,1.0394978005865103
weighted,fixture:int128-aarch64,ldr_sp,4720.0,4438.0,1.0635421360973412
weighted,fixture:int128-aarch64,str_sp,5002.0,4422.0,1.1311623699683402
weighted,fixture:int128-aarch64,ldp_sp,0.0,0.0,
weighted,fixture:int128-aarch64,stp_sp,0.0,0.0,
weighted,fixture:int128-aarch64,mov_imm,4073.0,4073.0,1.0
weighted,fixture:int128-aarch64,objects,1.0,1.0,1.0
weighted,fixture:int128-aarch64,correct,1.0,1.0,1.0
weighted,fixture:int128-aarch64,run_median_s,0.000942,0.000889,1.0596175478065242
weighted,fixture:int128-aarch64,run_min_s,0.000592,0.000699,0.8469241773962803
weighted,fixture:hashmap-aarch64,compile_s,8.394,8.322,1.0086517664023074
weighted,fixture:hashmap-aarch64,obj_bytes,159376.0,147512.0,1.0804273550626389
weighted,fixture:hashmap-aarch64,text_bytes,144185.0,132321.0,1.0896607492385941
weighted,fixture:hashmap-aarch64,insns,35942.0,32976.0,1.089944201843765
weighted,fixture:hashmap-aarch64,ldr_sp,8234.0,6960.0,1.1830459770114943
weighted,fixture:hashmap-aarch64,str_sp,7917.0,6227.0,1.2713987473903967
weighted,fixture:hashmap-aarch64,ldp_sp,0.0,0.0,
weighted,fixture:hashmap-aarch64,stp_sp,0.0,0.0,
weighted,fixture:hashmap-aarch64,mov_imm,6599.0,6599.0,1.0
weighted,fixture:hashmap-aarch64,objects,1.0,1.0,1.0
weighted,fixture:hashmap-aarch64,correct,1.0,1.0,1.0
weighted,fixture:hashmap-aarch64,run_median_s,0.00113,0.000939,1.2034078807241746
weighted,fixture:hashmap-aarch64,run_min_s,0.000793,0.000606,1.3085808580858085
weighted,fixture:itoa-aarch64,compile_s,1.316,1.318,0.9984825493171472
weighted,fixture:itoa-aarch64,obj_bytes,23080.0,22872.0,1.0090940888422526
weighted,fixture:itoa-aarch64,text_bytes,19279.0,19071.0,1.010906612133606
weighted,fixture:itoa-aarch64,insns,4705.0,4653.0,1.0111755856436708
weighted,fixture:itoa-aarch64,ldr_sp,1038.0,1018.0,1.0196463654223968
weighted,fixture:itoa-aarch64,str_sp,732.0,700.0,1.0457142857142858
weighted,fixture:itoa-aarch64,ldp_sp,0.0,0.0,
weighted,fixture:itoa-aarch64,stp_sp,0.0,0.0,
weighted,fixture:itoa-aarch64,mov_imm,700.0,700.0,1.0
weighted,fixture:itoa-aarch64,objects,1.0,1.0,1.0
weighted,fixture:itoa-aarch64,correct,1.0,1.0,1.0
weighted,fixture:itoa-aarch64,run_median_s,0.000902,0.000862,1.0464037122969838
weighted,fixture:itoa-aarch64,run_min_s,0.000592,0.000581,1.018932874354561
weighted,fixture:oc-course,compile_s,0.151,0.169,0.8934911242603549
weighted,fixture:oc-course,obj_bytes,2040.0,1992.0,1.0240963855421688
weighted,fixture:oc-course,text_bytes,603.0,559.0,1.07871198568873
weighted,fixture:oc-course,insns,148.0,137.0,1.0802919708029197
weighted,fixture:oc-course,ldr_sp,30.0,25.0,1.2
weighted,fixture:oc-course,str_sp,28.0,22.0,1.2727272727272727
weighted,fixture:oc-course,ldp_sp,0.0,0.0,
weighted,fixture:oc-course,stp_sp,0.0,0.0,
weighted,fixture:oc-course,mov_imm,14.0,14.0,1.0
weighted,fixture:oc-course,objects,1.0,1.0,1.0
weighted,fixture:oc-course,correct,1.0,1.0,1.0
weighted,fixture:oc-course,run_median_s,0.0009,0.000702,1.282051282051282
weighted,fixture:oc-course,run_min_s,0.000564,0.000573,0.9842931937172775
weighted,fixture:stdin-aarch64,compile_s,8.307,8.256,1.0061773255813953
weighted,fixture:stdin-aarch64,obj_bytes,62984.0,52592.0,1.1975965926376635
weighted,fixture:stdin-aarch64,text_bytes,55820.0,45428.0,1.22875759443515
weighted,fixture:stdin-aarch64,insns,13790.0,11192.0,1.2321300929235168
weighted,fixture:stdin-aarch64,ldr_sp,3207.0,1981.0,1.618879353861686
weighted,fixture:stdin-aarch64,str_sp,3155.0,1785.0,1.7675070028011204
weighted,fixture:stdin-aarch64,ldp_sp,0.0,0.0,
weighted,fixture:stdin-aarch64,stp_sp,0.0,0.0,
weighted,fixture:stdin-aarch64,mov_imm,2623.0,2623.0,1.0
weighted,fixture:stdin-aarch64,objects,1.0,1.0,1.0
weighted,fixture:stdin-aarch64,correct,1.0,1.0,1.0
weighted,fixture:stdin-aarch64,run_median_s,0.00095,0.000971,0.9783728115345005
weighted,fixture:stdin-aarch64,run_min_s,0.000618,0.000608,1.0164473684210524
